      Table 2. Recommended Rest Frequencies for Observed Interstellar Molecular Lines.                                              
                                                                                                                                    
_____________________________________________________________________________________________________________                       
                                                                                                                                    
  Frequency  Unc.  Formula    Quantum Numbers              Tr(K)  Source         Telescope    Astr.  Lab.                           
                                                          /Ta(K)                              Ref.   Ref.                           
_____________________________________________________________________________________________________________                       
                                                                                                                                    
   68972.154*( 4) SO2        6(1,5)-6(0,6)                 0.8   OriMC-1         NRAO    11m  Joh76                                 
   85457.3002*(7) CH3CCH     5(0)-4(0)                     0.28  OriMC-1         NRAO    11m  Chu83                                 
U  85506.         unidentified                             0.10  OriMC-1         OSO     20m  Joh84                                 
   85530.68  (15) HOCO+      4(0,4)-3(0,3)                 0.5   Sgr B2          NRAO    11m  Tha81  Tha81                          
U  85565.         unidentified                             0.05  IRC+10216       OSO     20m  Joh84                                 
   85567.97  (10) CH3OH      6(-2)-7(-1) E                 0.3   OriMC-1         NRAO    11m  Lov76a Sas84                          
   85634.00 *( 1) C4H        9-8 J=19/2-17/2               0.08  IRC+10216       NRAO    11m  Gue78  Got83                          
   85640.456*(30) SiO        2-1 v=2                       0.11  R Cas           NRAO    11m  Cla81                                 
   85672.57 *( 1) C4H        9-8 J=17/2-15/2               0.07  IRC+10216       NRAO    11m  Gue78  Got83                          
   85715.433*(16) CH2CHCN    9(2,7)-8(2,7)                 0.06  Sgr B2          BTL      7m  Cum85                                 
   85759.132*(20) 29SiO      2-1 v=0                       0.13  OriMC-1         NRAO    11m  Lov76a                                
   85919.12 *(22) HCOOCH3    7(6,1)-6(6,0) E               0.12  OriMC-1         OSO     20m  Ell80                                 
   85924.747 (20) NH2D       1(1,1)0+ -1(0,1)0- F=0-1      0.40  L183            OSO     20m  Olb85  Bes83                          
   85925.684 (20) NH2D       1(1,1)0+ -1(0,1)0- F=2-1      0.40  L183            OSO     20m  Olb85  Bes83                          
   85926.263 (10) NH2D       1(1,1)0+ -1(0,1)0-            0.14  OriMC-1         NRAO    11m  Tur78  Bes83                          
   85926.263 (10) NH2D       1(1,1)0+ -1(0,1)0- F=1-1       b    L183            OSO     20m  Olb85  Bes83                          
   85926.263 (10) NH2D       1(1,1)0+ -1(0,1)0- F=2-2      0.99b L183            OSO     20m  Olb85  Bes83                          
   85926.858 (20) NH2D       1(1,1)0+ -1(0,1)0- F=1-2      0.40  L183            OSO     20m  Olb85  Bes83                          
   85927.204*(39) HCOOCH3    7(6,2)-6(6,1) A+E             0.3   OriMC-1         OSO     20m  Ell80                                 
   85927.721 (20) NH2D       1(1,1)0+ -1(0,1)0- F=1-0      0.40  L183            OSO     20m  Olb85  Bes83                          
   85973.13 *( 9) CH3OCH3    13(2,12)-12(3,9) AA            b    OriMC-1         OSO     20m  Joh84                                 
   85976.04 *(17) CH3OCH3    13(2,12)-12(3,9) EE           0.06b OriMC-1         OSO     20m  Joh84                                 
   85976.04 *( 8) CH3OCH3    13(2,12)-12(3,9) EE           0.06  OriMC-1         OSO     20m  Ell80                                 
   85978.92 *(25) CH3OCH3    13(2,12)-12(3,9) EA+AE         b    OriMC-1         OSO     20m  Joh84                                 
   86021.00 *(19) HCOOCH3    7(5,2)-6(5,1) E               0.12  OriMC-1         OSO     20m  Ell80                                 
   86028.24 *(19) HCOOCH3    7(5,3)-6(5,2) A               0.20b OriMC-1         OSO     20m  Ell80                                 
   86029.422*(32) HCOOCH3    7(5,3)-6(5,2) E                b    OriMC-1         OSO     20m  Ell80                                 
   86030.189*(32) HCOOCH3    7(5,2)-6(5,1) A               0.32  OriMC-1         OSO     20m  Ell80                                 
   86054.961 (25) HC15N      1-0                           0.80g OriMC-1         NRAO    11m  Lin77  Pea76                          
   86074.20  (10) CH3NH2     4(1,4)-4(0,4) F=3-3            b    Sgr B2          NRAO    11m  Kai74  Tak73                          
   86074.44  (10) CH3NH2     4(1,4)-4(0,4) F=5-5           0.2b  Sgr B2          NRAO    11m  Kai74  Tak73                          
   86075.43  (10) CH3NH2     4(1,4)-4(0,4) F=4-4            b    Sgr B2          NRAO    11m  Kai74  Tak73                          
   86093.95 *(24) SO         2(2)-1(1)                    ~1.7   OriMC-1         NRAO    11m  Cla74                                 
   86153.709*(25) SO2        39(9,31)-40(8,32)             0.07  OriMC-1         OSO     20m  Joh84                                 
   86210.053*(28) HCOOCH3    7(4,4)-6(4,3) A               0.18  OriMC-1         OSO     20m  Joh84                                 
   86223.53 *(17) HCOOCH3    7(4,3)-6(4,2) E               0.35b OriMC-1         OSO     20m  Joh84                                 
   86223.76  (10) CH3OCH3    2(2,0)-2(1,1) AE               b    OriMC-1         NRAO    11m  Cla79  Cla79                          
   86224.53 *(17) HCOOCH3    7(4,4)-6(4,3) E                b    OriMC-1         OSO     20m  Joh84                                 
   86225.67  (12) CH3OCH3    2(2,0)-2(1,1) EA               b    OriMC-1         NRAO    11m  Cla79  Cla79                          
   86226.728 (96) CH3OCH3    2(2,0)-2(1,1) EE              0.28b OriMC-1         NRAO    11m  Cla79  Cla79                          
   86228.72  ( 2) CH3OCH3    2(2,0)-2(1,1) AA               b    OriMC-1         NRAO    11m  Cla79  Cla79                          
   86243.442*(24) SiO        2-1 v=1                      17.4i  OriMC-1         NRAO    11m  Sny74a                                
   86265.798*(27) HCOOCH3    7(3,5)-6(3,4) A               0.15  OriMC-1         OSO     20m  Joh84                                 
   86268.74 *(17) HCOOCH3    7(3,5)-6(3,4) E               0.20  OriMC-1         OSO     20m  Joh84                                 
   86338.767 (30) H13CN      1-0 F=1-1                      b    OriMC-1         NRAO    11m  Sny71  Pea76                          
   86340.184 (30) H13CN      1-0 F=2-1                    ~2b    OriMC-1         NRAO    11m  Sny71  Pea76                          
   86342.274 (30) H13CN      1-0 F=0-1                      b    OriMC-1         NRAO    11m  Sny71  Pea76                          
U  86360.         unidentified                             0.10  IRC+10216       OSO     20m  Joh84                                 
U  86395.8   (15) unidentified                             0.06  Sgr B2          BTL      7m  Cum85                                 
U  86413.         unidentified                             0.15  OriMC-1         OSO     20m  Joh84                                 
U  86416.9   (13) unidentified                             0.05  Sgr B2          BTL      7m  Cum85                                 
U  86418.         unidentified                             0.20  OriMC-1         OSO     20m  Joh84                                 
   86546.18 *( 1) HCOOH      4(1,4)-3(1,3)                 0.07  Sgr B2          BTL      7m  Cum85                                 
   86593.74 *(22) C3O        9-8                           0.028 TMC-1           FCRAO   14m  Bro84a                                
   86615.76  (10) CH3OH      7(2)-6(3) A-                  0.6   OriMC-1         NRAO    11m  Lov76a Sas84                          
   86639.108*( 7) SO2        8(3,5)-9(2,8)                ~0.6   OriMC-1         NRAO    11m  Sny75a                                
   86670.82  ( 4) HCO        1(0,1)-0(0,0) 3/2-1/2 F=2-1   0.15  OriMC-2         NRAO    11m  Sny76  Pic78                          
   86708.35  ( 4) HCO        1(0,1)-0(0,0) 3/2-1/2 F=1-0   0.04  Sgr B2          BTL      7m  Cum85  Pic78                          
   86754.294 (30) H13CO+     1-0                           0.6   OriMC-1         NRAO    11m  Sny76a Gue82b                         
U  86756.8        unidentified                             0.7   Sgr B2          NRAO    11m  Sny76a                                
   86777.43  ( 4) HCO        1(0,1)-0(0,0) 1/2-1/2 F=1-1   n.r.  DR21            OSO     20m  Sch85a Pic78                          
   86805.75  ( 4) HCO        1(0,1)-0(0,0) 1/2-1/2 F=0-1   n.r.  DR21            OSO     20m  Sch85a Pic78                          
   86819.851*(13) CH3CH2CN   10(1,10)-9(1,9)               0.20  OriMC-1         OSO     20m  Dow82                                 
   86819.851*(13) CH3CH2CN   10(1,10)-9(1,9)               0.50  OriMC-1         OSO     20m  Joh84                                 
   86846.998*(20) SiO        2-1 v=0                       0.9   OriMC-1         NRAO    11m  Dic72                                 
U  86864.         unidentified                             0.08  OriMC-1         OSO     20m  Dow82                                 
U  86866.         unidentified                             0.05  IRC+10216       OSO     20m  Joh84                                 
   86903.06  (10) CH3OH      7(2)-6(3) A+                  0.2   OriMC-1         NRAO    11m  Lov76a Sas84                          
U  86980.         unidentified                             0.10  OriMC-1         OSO     20m  Joh84                                 
   87057.5   ( 5) HC17O+     1-0                           0.05  Sgr B2          BTL      7m  Gue82  Gue82                          
   87090.735 (46) HN13C      1-0 F=0-1                     0.08  L134N           BTL      7m  Fre79a Fre79a                         
   87090.859 (46) HN13C      1-0 F=2-1                     0.42  L134N           BTL      7m  Fre79a Fre79a                         
   87090.942 (46) HN13C      1-0 F=1-1                     0.25  L134N           BTL      7m  Fre79a Fre79a                         
   87143.40 *(17) HCOOCH3    7(3,4)-6(3,3) E               0.37  OriMC-1         OSO     20m  Joh84                                 
   87161.285*(27) HCOOCH3    7(3,4)-6(3,3) A               0.25  OriMC-1         OSO     20m  Joh84                                 
   87284.156 (30) HC2        1-0 3/2-1/2 F=1-1             0.53  OriMC-1         NRAO    11m  Got83a Got83a                         
   87316.925 ( 4) HC2        1-0 3/2-1/2 F=2-1             4.00  OriMC-1         NRAO    11m  Got83a Got83a                         
   87328.624 ( 6) HC2        1-0 3/2-1/2 F=1-0             2.27  OriMC-1         NRAO    11m  Got83a Got83a                         
   87402.004 ( 5) HC2        1-0 1/2-1/2 F=1-1             2.25  OriMC-1         NRAO    11m  Got83a Got83a                         
   87407.165 (11) HC2        1-0 1/2-1/2 F=0-1             1.02  OriMC-1         NRAO    11m  Got83a Got83a                         
   87446.512 (23) HC2        1-0 1/2-1/2 F=1-0             0.56  OriMC-1         NRAO    11m  Tuc78  Got83a                         
U  87479.         unidentified                             0.05  IRC+10216       OSO     20m  Joh84                                 
   87550.545*(28) 30SiS      5-4                           0.027 IRC+10216       FCRAO   14m  Ziu84                                 
   87597.333*( 3) HNCO       4(1,4)-3(1,3)                 0.13  OriMC-1         OSO     20m  Joh84                                 
   87715.980*( 9) CH3CH2OH   5(2,4)-5(1,5)                 0.06  Sgr B2          BTL      7m  Cum85                                 
   87766.42 *(26) HCOOCH3?   8(0,8)-7(1,7) E               0.03b Sgr B2          BTL      7m  Cum85                                 
   87769.03 *( 2) HCOOCH3?   8(0,8)-7(1,7) A                b    Sgr B2          BTL      7m  Cum85  Plu84                          
   87782.23  (10) CH3NH2     3(1,3)-3(0,3) As F=4-4        0.03b Sgr B2          BTL      7m  Cum85  Tak73                          
   87783.09  (10) CH3NH2     3(1,3)-3(0,3) As F=3-3         b    Sgr B2          BTL      7m  Cum85  Tak73                          
   87863.632*( 5) HC5N       33-32                         0.23  IRC+10216       OSO     20m  Joh84                                 
   87898.416*( 4) HNCO       4(2,3)-3(2,2)                 0.06b Sgr B2          BTL      7m  Cum85                                 
   87898.620*( 4) HNCO       4(2,2)-3(2,1)                  b    Sgr B2          BTL      7m  Cum85                                 
   87925.238*( 4) HNCO       4(0,4)-3(0,3)                ~2.4   Sgr B2          NRAO    11m  Sny71                                 
   88166.808*( 8) H13CCCN    10-9                          0.15  IRC+10216       OSO     20m  Joh84                                 
   88239.027*( 3) HNCO       4(1,3)-3(1,2)                ~0.3   Sgr B2          NRAO    11m  Sny73                                 
   88285.809*(27) Si34S      5-4                           0.10  IRC+10216       OSO     20m  Joh84                                 
   88323.757*(13) CH3CH2CN   10(0,10)-9(0,9)               0.12  OriMC-1         NRAO    11m  Joh77                                 
   88594.96  (10) CH3OH      15(3)-14(4) A+                0.73  OriMC-1         OSO     20m  Joh84  Sas84                          
   88630.4157(10) HCN        1-0 F=1-1                     9.6   OriMC-1         NRAO    11m  Uli76  DeL69                          
   88631.8473(10) HCN        1-0 F=2-1                    17.2   OriMC-1         NRAO    11m  Uli76  DeL69                          
   88633.9360(10) HCN        1-0 F=0-1                     6.8   OriMC-1         NRAO    11m  Uli76  DeL69                          
   88668.06  (10) CH3NH2     2(0,2)-1(0,1) Aa               b    Sgr B2          NRAO    11m  Kai75  Kai75                          
   88668.62  (10) CH3NH2     2(0,2)-1(0,1) Es              0.15b Sgr B2          NRAO    11m  Kai75  Kai75                          
   88668.63  (10) CH3NH2     2(0,2)-1(0,1) A+E             0.04  Sgr B2          NRAO    11m  Kut80  Joh72                          
   88669.61  (10) CH3NH2     2(0,2)-1(0,1) As,Ea            b    Sgr B2          NRAO    11m  Kai75  Kai75                          
   88706.38 *(16) CH3OCH3    15(2,13)-15(1,14) EA+AE        b    OriMC-1         OSO     20m  Joh84                                 
   88707.64  (10) CH3OCH3    15(2,13)-15(1,14) EE          0.05  OriMC-1         NRAO    11m  Kut80                                 
   88707.78 *(12) CH3OCH3    15(2,13)-15(1,14) EE          0.27b OriMC-1         OSO     20m  Joh84                                 
   88709.07  (10) CH3OCH3    15(2,13)-15(1,14) AA          0.06  OriMC-1         NRAO    11m  Kut80                                 
   88709.19 *( 8) CH3OCH3    15(2,13)-15(1,14) AA           b    OriMC-1         OSO     20m  Joh84                                 
   88720.604*(56) 34SO2      7(3,5)-8(2,6)                 0.10  OriMC-1         OSO     20m  Sch83                                 
U  88741.8        unidentified                             0.03  OriMC-1         NRAO    11m  Kut80                                 
U  88749.8        unidentified                             0.03  OriMC-1         NRAO    11m  Kut80                                 
U  88770.8        unidentified                             0.03  OriMC-1         NRAO    11m  Kut80                                 
   88843.24 *(16) HCOOCH3    7(1,6)-6(1,5) E               0.09  OriMC-1         NRAO    11m  Kut80                                 
   88851.61 *( 3) HCOOCH3    7(1,6)-6(1,5) A               0.07  OriMC-1         NRAO    11m  Kut80                                 
U  88861.         unidentified                             0.15  OriMC-1         OSO     20m  Gol81b                                
   88865.692 (26) H15NC      1-0                           0.15  DR21 (OH)       NRAO    11m  Bro77  Say76                          
   88940.09  (10) CH3OH      15(3)-14(4) A-                1.30  OriMC-1         OSO     20m  Joh84  Sas84                          
   89045.59 *( 2) C3N        9-8 J=19/2-17/2               0.13l IRC+10216       NRAO    11m  Gue77  Got83                          
   89064.36 *( 2) C3N        9-8 J=17/2-15/2               0.14l IRC+10216       NRAO    11m  Gue77  Got83                          
U  89087.         unidentified                             0.07  IRC+10216       OSO     20m  Joh84                                 
   89103.730*(26) 29SiS      5-4                           0.07  IRC+10216       OSO     20m  Joh84                                 
   89188.518*( 9) HCO+       1-0                          10.8   OriMC-1         NRAO    11m  Uli76                                 
   89297.651*(13) CH3CH2CN   10(2,9)-9(2,8)                0.32  OriMC-1         OSO     20m  Joh84                                 
   89314.68 *(26) HCOOCH3    8(1,8)-7(1,7) E               0.35b OriMC-1         OSO     20m  Joh84                                 
   89316.632*(44) HCOOCH3    8(1,8)-7(1,7) A                b    OriMC-1         OSO     20m  Joh84                                 
   89331.302*(33) 13CH3CN    5(0)-4(0)                     0.22  Sgr B2          BTL      7m  Cum85                                 
   89487.415 (15) HOC+       1-0                           0.08  Sgr B2          FCRAO   14m  Woo83  Gud82                          
   89505.86  ( 4) CH3OH      8(-4)-9(-3) E                 0.3   OriMC-1         NRAO    11m  Lov76a Lov78                          
   89562.317*(12) CH3CH2CN   10(6)-9(6)                    0.08b OriMC-1         NRAO    11m  Joh77                                 
   89565.031*(12) CH3CH2CN   10(7)-9(7)                    0.05b OriMC-1         NRAO    11m  Joh77                                 
   89568.105*(12) CH3CH2CN   10(5)-9(5)                    0.11b OriMC-1         NRAO    11m  Joh77                                 
   89573.052*(13) CH3CH2CN   10(8)-9(8)                    0.03b OriMC-1         NRAO    11m  Joh77                                 
   89579.170*( 1) HCOOH      4(0,4)-3(0,3)                 0.05  Sgr B2          FCRAO   14m  Woo83  Wil80                          
   89590.035*(12) CH3CH2CN   10(4,7)-9(4,6)                0.05b OriMC-1         NRAO    11m  Joh77                                 
   89591.019*(12) CH3CH2CN   10(4,6)-9(4,5)                0.05b OriMC-1         NRAO    11m  Joh77                                 
   89628.451*(13) CH3CH2CN   10(3,8)-9(3,7)                0.13  OriMC-1         NRAO    11m  Joh77                                 
   89684.718*(13) CH3CH2CN   10(3,7)-9(3,6)                0.22  OriMC-1         OSO     20m  Joh84                                 
U  89726.         unidentified                             0.07  IRC+10216       OSO     20m  Joh84                                 
   89861.48 *( 1) HCOOH      4(2,3)-3(2,2)                 0.13  Sgr B2          BTL      7m  Cum85                                 
U  89936.         unidentified                             0.20  OriMC-1         OSO     20m  Joh84                                 
U  89960.         unidentified                             0.20  OriMC-1         OSO     20m  Joh84                                 
   90117.600*( 9) CH3CH2OH   4(1,4)-3(0,3)                 0.25g Sgr B2          NRAO    11m  Zuc75                                 
   90145.74 *(16) HCOOCH3    7(2,5)-6(2,4) E               0.32  OriMC-1         OSO     20m  Joh83                                 
   90156.476*(29) HCOOCH3    7(2,5)-6(2,4) A               0.25  OriMC-1         OSO     20m  Joh83                                 
U  90212.    ( 1) unidentified                             0.04  Sgr B2          NRAO    11m  Hol80                                 
   90227.68 *(27) HCOOCH3    8(0,8)-7(0,7) E               0.15  OriMC-1         NRAO    11m  Hol80                                 
   90229.61 *( 4) HCOOCH3    8(0,8)-7(0,7) A               0.15  OriMC-1         NRAO    11m  Hol80                                 
   90263.833 (30) 15NNH+     1-0                           0.035 DR21(OH)        BTL      7m  Lin83  Gud82a                         
   90453.358*(13) CH3CH2CN   10(2,8)-9(2,7)                0.35  OriMC-1         OSO     20m  Joh84                                 
   90525.892*( 5) HC5N       34-33                         0.20  IRC+10216       OSO     20m  Joh84                                 
   90548.251*(28) SO2        25(3,23)-24(4,20)             0.6   OriMC-1         OSO     20m  Sch83                                 
   90593.059*(11) HC13CCN    10-9                          0.35  Sgr B2          NRAO    11m  Uli78                                 
   90601.791*( 5) HCC13CN    10-9                          0.18  Sgr B2          NRAO    11m  Uli78                                 
   90663.450      HNC        1-0 F=0-1                     n.r.  L134N           BTL      7m  Fre79a Fre79a                         
   90663.543 (40) HNC        1-0                           1.6   L134            NRAO    11m  Sny77a Pea76                          
   90663.574      HNC        1-0 F=2-1                     n.r.  L134N           BTL      7m  Fre79a Fre79a                         
   90663.656      HNC        1-0 F=1-1                     n.r.  L134N           BTL      7m  Fre79a Fre79a                         
U  90684.2        unidentified                             0.2   SgrB2           NRAO    11m  Sch85                                 
   90703.65  (10) CH3OD      2(-1)-1(-1) E                 0.14b Sgr B2          NRAO    11m  Got79  Kau79                          
   90703.78  ( 5) CH3OD      2(-1)-1(-1) E                 0.14b Sgr B2          NRAO    11m  Got79  Lov78                          
   90705.77  ( 5) CH3OD      2(0)-1(0) A                    b    Sgr B2          NRAO    11m  Got79  Lov78                          
   90705.81  (10) CH3OD      2( 0)-1( 0) A                  b    Sgr B2          NRAO    11m  Got79  Kau79                          
U  90763.         unidentified                             0.20  OriMC-1         OSO     20m  Joh84                                 
   90771.546*(26) SiS        5-4                           0.35  IRC+10216       NRAO    11m  Mor75                                 
U  90841.    ( 3) unidentified                             0.08  Sgr B2          NRAO    11m  Cla79                                 
U  90908.    ( 3) unidentified                             0.05  Sgr B2          NRAO    11m  Cla79                                 
U  90928.    ( 1) unidentified                             0.07  Sgr B2          NRAO    11m  Cla79                                 
   90937.539 (40) CH3OCH3    6(0,6)-5(1,5) AA               b    OriMC-1         NRAO    11m  Sny74  Cla79                          
   90938.099 (30) CH3OCH3    6(0,6)-5(1,5) EE              0.17b OriMC-1         NRAO    11m  Sny74  Cla79                          
   90938.674 (50) CH3OCH3    6(0,6)-5(1,5) AE+EA            b    OriMC-1         NRAO    11m  Sny74  Cla79                          
   90978.993*( 2) HC3N       10-9                          1.77  OriMC-1         NRAO    11m  Mor76                                 
   91202.607*(27) HC3N       10-9 v7 l=1e                  0.2   OriMC-1         NRAO    11m  Cla76                                 
   91204.328 (30) N15NH+     1-0 F=1-1                     0.02  DR21(OH)        BTL      7m  Lin83  Gud82a                         
   91205.999 (30) N15NH+     1-0 F=2-1                     0.025 DR21(OH)        BTL      7m  Lin83  Gud82a                         
   91208.663 (70) N15NH+     1-0 F=0-1                     0.01  DR21(OH)        BTL      7m  Lin83  Gud82a                         
   91333.308*(27) HC3N       10-9 v7 l=1f                  0.2   OriMC-1         NRAO    11m  Cla76                                 
   91549.122*(13) CH3CH2CN   10(1,9)-9(1,8)                0.2   Sgr B2          NRAO    11m  Joh77                                 
   91959.024*( 2) CH3CN      5(4)-4(4) F=6-5               0.08b OriMC-1         NRAO    11m  Lov76a                                
   91959.359*( 2) CH3CN      5(4)-4(4) F=4-3                b    OriMC-1         NRAO    11m  Lov76a                                
   91971.310*( 1) CH3CN      5(3)-4(3) F=6-5               0.20b OriMC-1         NRAO    11m  Lov76a                                
   91971.465*( 1) CH3CN      5(3)-4(3) F=4-3                b    OriMC-1         NRAO    11m  Lov76a                                
   91980.089*( 1) CH3CN      5(2)-4(2) F=6-5               0.16  OriMC-1         NRAO    11m  Lov76a                                
   91985.317*( 1) CH3CN      5(1)-4(1)                     0.28b OriMC-1         NRAO    11m  Lov76a                                
   91987.090*( 1) CH3CN      5(0)-4(0)                      b    OriMC-1         NRAO    11m  Lov76a                                
U  92352.7        unidentified                            ~0.1   OriMC-1         NRAO    11m  Cla76                                 
   92494.299*(17) 13CS       2-1                           0.215 OriMC-1         NRAO    11m  Tur73                                 
   93065.    ( 1) SiC2       4(0,4)-3(0,3)                 0.11  IRC+10216       NRAO    11m  Sny83  Tha84                          
   93171.67       N2H+       1-0 F1=1-1 F=0-1              0.5   L134N           NRAO    11m  Sny79  Sny79                          
   93171.91       N2H+       1-0 F1=1-1 F=2-2              0.7   L134N           NRAO    11m  Sny77  Sny79                          
   93172.09       N2H+       1-0 F1=1-1 F=1-1              0.8   L134N           NRAO    11m  Sny77  Sny79                          
   93173.50       N2H+       1-0 F1=2-1 F=2-1              0.9   L134N           NRAO    11m  Sny77  Sny79                          
   93173.83       N2H+       1-0 F1=2-1 F=3-2              0.9   L134N           NRAO    11m  Sny77  Sny79                          
   93174.01       N2H+       1-0 F1=2-1 F=1-0              0.6   L134N           NRAO    11m  Sny77  Sny79                          
   93176.32       N2H+       1-0 F1=0-1 F=1-2              0.7   L134N           NRAO    11m  Sny77  Sny79                          
   93188.127*( 5) HC5N       35-34                         0.09  OriMC-1         NRAO    11m  Lov82                                 
   93196.62  ( 1) CH3OH vt=1 1(0)-2(1) E                   0.18  OriMC-1         NRAO    11m  Lov82  Lov82                          
   93580.84 *( 5) CH3CHO     5(1,5)-4(1,4) A               0.17  Sgr B2          BTL      7m  Cum85                                 
   93595.28  (10) CH3CHO     5(1,5)-4(1,4) E               0.17  Sgr B2          BTL      7m  Cum85  Bau76                          
   93666.65 *(12) CH3OCH3    12(1,11)-12(0,12) EE          0.10  OriMC-1         NRAO    11m  Hol80                                 
U  93780.    ( 3) unidentified                             0.14  OriMC-1         NRAO    11m  Cla79                                 
   93830.050 (20) HNCS       8(0,8)-7(0,7)                 0.05  OriMC-1         BTL      7m  Fre79  Yam79                          
U  93844.    ( 2) unidentified                             0.06  Sgr B2          NRAO    11m  Cla79                                 
   93854.44  (10) CH3OCH3    4(2,3)-4(1,4) AE+EA           0.14  OriMC-1         NRAO    11m  Cla79  Cla79                          
   93857.11  (10) CH3OCH3    4(2,3)-4(1,4) EE              0.20  OriMC-1         NRAO    11m  Cla79  Cla79                          
   93859.64  (10) CH3OCH3    4(2,3)-4(1,4) AA              0.03  OriMC-1         NRAO    11m  Cla79  Cla79                          
U  93870.5        unidentified                             0.2s  Sgr B2          NRAO    11m  Cla79                                 
   94245.    ( 1) SiC2       4(2,3)-3(2,2)                 0.10  IRC+10216       NRAO    11m  Tha84                                 
   94276.638*(18) CH2CHCN    10(0,10)-9(0,9)               0.08  Sgr B2          NRAO    11m  Joh77                                 
   94405.17  (15) 13CH3OH    2(-1)-1(-1) E                  b    Sgr B2          NRAO    11m  Got79  Lee73                          
   94407.02  (10) 13CH3OH    2(0)-1(0) A+                  0.8b  Sgr B2          NRAO    11m  Got79  Lee73                          
   94410.76  (10) 13CH3OH    2(0)-1(0) E                    b    Sgr B2          NRAO    11m  Got79  Lee73                          
   94541.81  (10) CH3OH      8(3)-9(2) E                   0.43  OriMC-1         NRAO    11m  Hol83  Sas84                          
   95150.32 *( 2) C4H        10-9 J=21/2-19/2              0.08  IRC+10216       NRAO    11m  Gue78  Got83                          
   95169.44  (10) CH3OH      8(0)-7(1) A+                  0.85  OriMC-1         NRAO    11m  Lov76a Lee68                          
   95188.94 *( 2) C4H        10-9 J=19/2-17/2              0.08  IRC+10216       NRAO    11m  Gue78  Got83                          
   95442.482*(14) CH3CH2CN   11(1,11)-10(1,10)             0.20  OriMC-1         NRAO    11m  Joh77                                 
   95579.    ( 1) SiC2       4(2,2)-3(2,1)                 0.10  IRC+10216       NRAO    11m  Cum80  Tha84                          
   96368.05  (25) CH3CHO     5(3,2)-4(3,1) E                b    Sgr B2          NRAO    11m  Got78a Bau76                          
   96368.05  (25) CH3CHO     5(3,3)-4(3,2) A               0.07b Sgr B2          NRAO    11m  Got78a Bau76                          
   96371.60  (13) CH3CHO     5(3,2)-4(3,1) A                b    Sgr B2          NRAO    11m  Got78a Bau76                          
   96384.30  (13) CH3CHO     5(3,3)-4(3,2) E               0.1   Sgr B2          NRAO    11m  Got78a Bau76                          
   96412.982*(13) C34S       2-1                           0.62  OriMC-1         NRAO    11m  Tur73                                 
   96475.50  (13) CH3CHO     5(2,3)-4(2,2) E               0.08  Sgr B2          NRAO    11m  Got78a Bau76                          
   96492.13  ( 1) CH3OH vt=1 2( 1)-1( 1) E                 0.13  OriMC-1         NRAO    11m  Hol83  Lov82                          
   96493.58  ( 1) CH3OH vt=1 2( 0)-1( 0) E                 0.12  OriMC-1         NRAO    11m  Hol83  Lov82                          
   96506.66  ( 1) CH3OH vt=1 2(-1)-1(-1) E                 0.06  OriMC-1         NRAO    11m  Hol83  Lov82                          
   96513.70  ( 1) CH3OH vt=1 2( 0)-1( 0) A+                0.08  OriMC-1         NRAO    11m  Hol83  Lov82                          
U  96536.         unidentified                             0.1   OriMC-1         NRAO    11m  Sny83                                 
   96739.39  (10) CH3OH      2(-1)-1(-1) E                 0.96  OriMC-1         NRAO    11m  Hol83  Lee68                          
   96741.42  (10) CH3OH      2(0)-1(0) A+                  1.13  OriMC-1         NRAO    11m  Hol83  Lee68                          
   96744.58  (10) CH3OH      2(0)-1(0) E                   0.88  OriMC-1         NRAO    11m  Hol83  Lee68                          
   96755.51  (10) CH3OH      2(1)-1(1) E                   0.54  OriMC-1         NRAO    11m  Hol83  Lee68                          
U  96797.    ( 3) unidentified                             0.05  Sgr B2          NRAO    11m  Cla79                                 
   96847.25  (10) CH3OCH3    5(2,4)-5(1,5) AE+EA           0.11  OriMC-1         NRAO    11m  Cla79  Cla79                          
   96849.85  (10) CH3OCH3    5(2,4)-5(1,5) EE              0.14  OriMC-1         NRAO    11m  Cla79  Cla79                          
   96852.46  (10) CH3OCH3    5(2,4)-5(1,5) AA              0.13  OriMC-1         NRAO    11m  Cla79  Cla79                          
   96919.757*(14) CH3CH2CN   11(0,11)-10(0,10)             0.08  OriMC-1         NRAO    11m  Joh77                                 
   96988.139*( 9) O13CS      8-7                           0.069 Sgr B2          BTL      7m  Gol81                                 
   97172.086*(13) C33S       2-1                           0.17  Sgr B2          BTL      7m  Cum85                                 
   97301.2085( 2) OCS        8-7                           0.85  Sgr B2          NRAO    11m  Sol73  Dij71                          
   97582.83  ( 1) CH3OH      2( 1)-1( 1) A                ~2.5   OriMC-1         OSO     20m  Fri84  Lee68                          
   97632.218*(21) H213CS     3(1,3)-2(1,2)                 0.04  Sgr B2          BTL      7m  Cum85                                 
   97702.359*( 8) SO2        7(3,5)-8(2,6)                ~0.3   OriMC-1         NRAO    11m  Sny75a                                
   97715.388*(38) 34SO       3(2)-2(1)                     0.14  OriMC-1         NRAO    11m  Got78                                 
   97980.968*(17) CS         2-1                           6.94  OriMC-1         NRAO    11m  Tur73                                 
   97995.450 (60) C3H        2P1/2 J=9/2-7/2b              0.116 IRC+10216       OSO     20m  Tha85  Tha85                          
